CustomerID,FirstName,LastName,CreditCardNumber,OrderID,Customer_Occupation,Credit_Card_Number,Order_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Product_ID,Product_Name,Category,Manufacturer,Review_Rating,Delivery_Tracking_ID,Delivery_Type,Delivery_Zip_Code,Transaction_Status,Order_Returned,Order_Delivered_on_Time
165-43-4932,Arvilla,Walsh,xxxx-xxxx-xxxx-7530,edadade2-a75f-482a-ad3f-3ed718236b08,Lawyer,12345789032,10684,7/22/2018,7/26/2018,7/30/2018,fit3,Fitbit small,fitness,Fitbit small,3,10684,Pickup,60660,Disputed,1,1
698-37-8444,Rylee,Walter,xxxx-xxxx-xxxx-5027,a77795ba-2e4b-4b7a-be05-ccd2b35a953b,Actor,12345789032,10713,10/31/2018,11/4/2018,11/8/2018,fit4,Fitbit large,fitness,Fitbit large,5,10713,Pickup,60660,Disputed,0,1
742-38-2727,Blaise,Jacobs,xxxx-xxxx-xxxx-9894,8f443787-ebf9-46bc-8cc5-45a35a35c8ef,Actor,12345789032,11247,12/28/2020,1/1/2021,1/5/2021,fit4,Fitbit large,fitness,Fitbit large,5,11247,Pickup,60660,Disputed,0,1
890-22-5518,Tessie,Leuschke,xxxx-xxxx-xxxx-3780,bde6a136-4b51-4b62-82e8-61766b1300c1,Actor,12345789032,11423,2/29/2020,3/4/2020,3/8/2020,fit4,Fitbit large,fitness,Fitbit large,5,11423,Pickup,60660,Disputed,0,1
130-45-8655,Cyrus,Luettgen,xxxx-xxxx-xxxx-7304,715bd1fd-fa09-4bf5-b330-ca9767830bac,Lawyer,12345789032,11488,5/5/2020,5/9/2020,5/13/2020,fit3,Fitbit small,fitness,Fitbit small,3,11488,Pickup,60660,Disputed,1,1
454-20-7602,Lottie,O'Connell,xxxx-xxxx-xxxx-2310,060216e0-36ce-4836-98a7-ab7700e139e3,Lawyer,12345789032,11543,6/30/2020,7/4/2020,7/8/2020,fit3,Fitbit small,fitness,Fitbit small,3,11543,Pickup,60660,Disputed,1,1
103-65-8752,Gertrude,Ullrich,xxxx-xxxx-xxxx-8191,8f6545cc-031f-404e-a229-a029d6638277,Lawyer,12345789032,329,11/24/2020,11/28/2020,12/2/2020,fit3,Fitbit small,fitness,Fitbit small,3,329,Pickup,60663,Disputed,1,1
445-55-1948,Angelica,Waelchi,xxxx-xxxx-xxxx-6290,8387462d-b878-4a89-b801-9f46546b64d6,Lawyer,12345789032,439,2/15/2020,2/19/2020,2/23/2020,fit3,Fitbit small,fitness,Fitbit small,3,439,Pickup,60663,Disputed,1,1
728-34-7711,Odell,Goldner,xxxx-xxxx-xxxx-0340,a6bd201d-92f0-4523-aeb9-efadb0489ffa,Lawyer,12345789032,505,1/27/2020,1/31/2020,2/4/2020,fit3,Fitbit small,fitness,Fitbit small,3,505,Pickup,60663,Disputed,1,1
269-40-5832,Quinten,Jast,xxxx-xxxx-xxxx-1839,c3f80273-e5ff-48a9-ac15-c449c3fec953,Actor,12345789032,583,3/4/2020,3/8/2020,3/12/2020,fit4,Fitbit large,fitness,Fitbit large,5,583,Pickup,60663,Disputed,0,1
406-48-5755,Jessyca,Gerlach,xxxx-xxxx-xxxx-6044,04360e57-3edb-491a-bbab-2f92777acda0,Actor,12345789032,785,9/21/2020,9/25/2020,9/29/2020,fit4,Fitbit large,fitness,Fitbit large,5,785,Pickup,60663,Disputed,0,1
480-99-6408,Andy,Botsford,xxxx-xxxx-xxxx-1947,ef388d12-0918-4641-b30a-c75c8153f905,Actor,12345789032,1072,6/14/2019,6/18/2019,6/22/2019,fit4,Fitbit large,fitness,Fitbit large,5,1072,Pickup,60663,Disputed,0,1
823-71-4066,Gaetano,O'Reilly,xxxx-xxxx-xxxx-8668,af9602b2-5a28-4383-afc6-6a0d5c4926f2,Actor,12345789032,1134,8/15/2019,8/19/2019,8/23/2019,fit4,Fitbit large,fitness,Fitbit large,5,1134,Pickup,60663,Disputed,0,1
041-53-5816,Boris,Cronin,xxxx-xxxx-xxxx-8781,adc90e4c-8efc-4d9a-bc69-12e7dbcdc262,Lawyer,12345789032,1138,8/19/2019,8/23/2019,8/27/2019,fit3,Fitbit small,fitness,Fitbit small,3,1138,Pickup,60663,Disputed,1,1
291-25-0711,Cecelia,Corkery,xxxx-xxxx-xxxx-8372,c5f8234d-b487-473b-a0a4-2b25f26f1bde,Actor,12345789032,1268,12/27/2019,12/31/2019,1/4/2020,fit4,Fitbit large,fitness,Fitbit large,5,1268,Pickup,60663,Disputed,0,1
217-17-4107,Jacky,Morar,xxxx-xxxx-xxxx-5181,f656505a-50b1-4b12-b31f-d96b8ace3935,Actor,12345789032,1471,2/22/2019,2/26/2019,3/2/2019,fit4,Fitbit large,fitness,Fitbit large,5,1471,Pickup,60663,Disputed,0,1
822-59-9493,Shanel,Franecki,xxxx-xxxx-xxxx-7791,1b766d4e-25e0-440b-af61-2ad5be13df79,Lawyer,12345789032,1577,7/20/2019,7/24/2019,7/28/2019,fit3,Fitbit small,fitness,Fitbit small,3,1577,Pickup,60663,Disputed,1,1
823-71-4066,Gaetano,O'Reilly,xxxx-xxxx-xxxx-8668,46dfc957-5ccd-48ae-9903-9f09352a4b70,Actor,12345789032,1595,6/19/2019,6/23/2019,6/27/2019,fit4,Fitbit large,fitness,Fitbit large,5,1595,Pickup,60663,Disputed,0,1
692-03-5462,Hailie,Walker,xxxx-xxxx-xxxx-2228,8511cc93-bbfd-4c95-8060-7ac5693486dc,Lawyer,12345789032,1712,11/1/2019,11/5/2019,11/9/2019,fit3,Fitbit small,fitness,Fitbit small,3,1712,Pickup,60663,Disputed,1,1
364-32-8236,Van,West,xxxx-xxxx-xxxx-0143,139f13c2-4349-43aa-845a-a8b4b53be879,Lawyer,12345789032,1796,12/4/2019,12/8/2019,12/12/2019,fit3,Fitbit small,fitness,Fitbit small,3,1796,Pickup,60663,Disputed,1,1
720-88-1310,Arvid,Kassulke,xxxx-xxxx-xxxx-7313,7744be68-4b65-462d-9f09-5c31a86a94e0,Actor,12345789032,3370,6/12/2020,6/16/2020,6/20/2020,fit4,Fitbit large,fitness,Fitbit large,5,3370,Pickup,60663,Disputed,0,1
142-81-4961,Izaiah,Dickinson,xxxx-xxxx-xxxx-5955,66b652d4-8d72-47e3-ac56-539ce83120a0,Actor,12345789032,3686,2/27/2019,3/3/2019,3/7/2019,fit4,Fitbit large,fitness,Fitbit large,5,3686,Pickup,60663,Disputed,0,1
402-27-8305,Raymundo,Gusikowski,xxxx-xxxx-xxxx-1604,1e62e346-beee-47d0-b749-2de3ad5843e8,Lawyer,12345789032,3719,4/1/2019,4/5/2019,4/9/2019,fit3,Fitbit small,fitness,Fitbit small,3,3719,Pickup,60663,Disputed,1,1
490-75-8499,Adell,Mitchell,xxxx-xxxx-xxxx-0202,b9dd0bad-e9da-4bf6-aeec-d2035318db8f,Actor,12345789032,3922,10/21/2019,10/25/2019,10/29/2019,fit4,Fitbit large,fitness,Fitbit large,5,3922,Pickup,60663,Disputed,0,1
402-66-6283,Heber,Stanton,xxxx-xxxx-xxxx-8805,18e827b4-efb3-4e1f-af0a-0234e345349a,Actor,12345789032,4299,7/22/2019,7/26/2019,7/30/2019,fit4,Fitbit large,fitness,Fitbit large,5,4299,Pickup,60663,Disputed,0,1
401-86-2084,Rickie,Kautzer,xxxx-xxxx-xxxx-2884,37fc6b5d-551a-4f6f-b418-1f7d8de74076,Lawyer,12345789032,4433,11/1/2019,11/5/2019,11/9/2019,fit3,Fitbit small,fitness,Fitbit small,3,4433,Pickup,60663,Disputed,1,1
411-52-8253,Germaine,Roberts,xxxx-xxxx-xxxx-8569,5646fa90-141f-4019-b0ab-95164ea5d3f0,Lawyer,12345789032,4494,12/21/2019,12/25/2019,12/29/2019,fit3,Fitbit small,fitness,Fitbit small,3,4494,Pickup,60663,Disputed,1,1
746-84-1406,Myrtice,Kshlerin,xxxx-xxxx-xxxx-9768,c33b63ba-c4ae-4f52-8a69-e1cffeb1e925,Actor,12345789032,4636,4/11/2018,4/15/2018,4/19/2018,fit4,Fitbit large,fitness,Fitbit large,5,4636,Pickup,60663,Disputed,0,1
835-27-9447,Raphaelle,Mraz,xxxx-xxxx-xxxx-3815,9393cf4d-7cb2-4e8c-959a-6310d1f1136a,Lawyer,12345789032,4932,1/23/2018,1/27/2018,1/31/2018,fit3,Fitbit small,fitness,Fitbit small,3,4932,Pickup,60663,Disputed,1,1
363-28-1075,Crystal,Kiehn,xxxx-xxxx-xxxx-5080,deedfc74-039f-4642-b75e-9f0948320617,Lawyer,12345789032,5326,10/1/2018,10/5/2018,10/9/2018,fit3,Fitbit small,fitness,Fitbit small,3,5326,Pickup,60663,Disputed,1,1
513-13-5212,Maynard,Bartell,xxxx-xxxx-xxxx-4064,8bc18943-ab42-4321-ab6a-fdddbfb28075,Lawyer,12345789032,5393,12/8/2018,12/12/2018,12/16/2018,fit3,Fitbit small,fitness,Fitbit small,3,5393,Pickup,60663,Disputed,1,1
211-44-3495,Lindsey,Anderson,xxxx-xxxx-xxxx-4137,272c2f9b-0157-4b0e-a0d8-f1c329476562,Actor,12345789032,5585,5/22/2020,5/26/2020,5/30/2020,fit4,Fitbit large,fitness,Fitbit large,5,5585,Pickup,60663,Disputed,0,1
433-03-2462,Destin,Abbott,xxxx-xxxx-xxxx-4877,2618e505-0839-45f0-9755-7e8f6f3816d5,Actor,12345789032,5618,6/24/2020,6/28/2020,7/2/2020,fit4,Fitbit large,fitness,Fitbit large,5,5618,Pickup,60663,Disputed,0,1
433-03-2462,Destin,Abbott,xxxx-xxxx-xxxx-4877,f4d8425c-45a1-46ff-9c91-f32ba685ee19,Lawyer,12345789032,5760,11/13/2020,11/17/2020,11/21/2020,fit3,Fitbit small,fitness,Fitbit small,3,5760,Pickup,60663,Disputed,1,1
107-19-4880,Elenor,Heidenreich,xxxx-xxxx-xxxx-8091,07fd89d5-2b04-4e3f-b3dd-153ffbea6413,Actor,12345789032,5849,1/14/2020,1/18/2020,1/22/2020,fit4,Fitbit large,fitness,Fitbit large,5,5849,Pickup,60663,Disputed,0,1
143-71-0153,Percival,Herman,xxxx-xxxx-xxxx-3370,a6c857b4-3d9e-4b0d-925e-a8ee4925d806,Actor,12345789032,5959,1/20/2020,1/24/2020,1/28/2020,fit4,Fitbit large,fitness,Fitbit large,5,5959,Pickup,60663,Disputed,0,1
522-97-8073,Roman,Jacobi,xxxx-xxxx-xxxx-4924,823017f0-577f-4297-a428-a12d13306d4d,Actor,12345789032,6136,6/27/2020,7/1/2020,7/5/2020,fit4,Fitbit large,fitness,Fitbit large,5,6136,Pickup,60663,Disputed,0,1
749-73-2819,Otilia,Stroman,xxxx-xxxx-xxxx-9100,f595db03-966d-4bfa-8f03-283fe2446aad,Actor,12345789032,6227,9/21/2020,9/25/2020,9/29/2020,fit4,Fitbit large,fitness,Fitbit large,5,6227,Pickup,60663,Disputed,0,1
401-86-2084,Rickie,Kautzer,xxxx-xxxx-xxxx-2884,124f80b8-3d74-4606-9e22-4450fa099908,Actor,12345789032,6592,8/31/2019,9/4/2019,9/8/2019,fit4,Fitbit large,fitness,Fitbit large,5,6592,Pickup,60663,Disputed,0,1
364-32-8236,Van,West,xxxx-xxxx-xxxx-0143,61ef4cc7-a523-4410-90df-19a1dc278997,Lawyer,12345789032,6659,11/6/2019,11/10/2019,11/14/2019,fit3,Fitbit small,fitness,Fitbit small,3,6659,Pickup,60663,Disputed,1,1
211-09-6186,Buster,Terry,xxxx-xxxx-xxxx-5865,0788473e-8ada-443d-9ccd-52455ea76000,Actor,12345789032,6851,1/21/2019,1/25/2019,1/29/2019,fit4,Fitbit large,fitness,Fitbit large,5,6851,Pickup,60663,Disputed,0,1
364-32-8236,Van,West,xxxx-xxxx-xxxx-0143,f30db19e-d48f-4b19-806f-811dc97dede6,Lawyer,12345789032,6884,2/21/2019,2/25/2019,3/1/2019,fit3,Fitbit small,fitness,Fitbit small,3,6884,Pickup,60663,Disputed,1,1
211-44-3495,Lindsey,Anderson,xxxx-xxxx-xxxx-4137,592b2c99-062b-46dc-b187-59da2a75dba5,Actor,12345789032,6913,2/22/2019,2/26/2019,3/2/2019,fit4,Fitbit large,fitness,Fitbit large,5,6913,Pickup,60663,Disputed,0,1
541-29-8347,Weldon,Medhurst,xxxx-xxxx-xxxx-7073,6afd5607-37bb-4589-9a75-011c311034a0,Actor,12345789032,7087,11/2/2019,11/6/2019,11/10/2019,fit4,Fitbit large,fitness,Fitbit large,5,7087,Pickup,60663,Disputed,0,1
814-81-3652,Zoe,Sipes,xxxx-xxxx-xxxx-5619,53b318f7-c84c-477c-8c7b-8b7e3e073ec9,Actor,12345789032,7115,7/11/2019,7/15/2019,7/19/2019,fit4,Fitbit large,fitness,Fitbit large,5,7115,Pickup,60663,Disputed,0,1
242-43-8753,Ian,Waters,xxxx-xxxx-xxxx-2527,ad5e9776-dd19-4aa4-ba81-228eb9b2645c,Actor,12345789032,7402,5/26/2018,5/30/2018,6/3/2018,fit4,Fitbit large,fitness,Fitbit large,5,7402,Pickup,60663,Disputed,0,1
541-29-8347,Weldon,Medhurst,xxxx-xxxx-xxxx-7073,03fd2742-66ec-4c11-84ff-f2726eabd97a,Lawyer,12345789032,7468,7/31/2018,8/4/2018,8/8/2018,fit3,Fitbit small,fitness,Fitbit small,3,7468,Pickup,60663,Disputed,1,1
654-93-5935,Marjolaine,Stracke,xxxx-xxxx-xxxx-9321,a906a606-45f2-43e3-85c0-f985110e9b8f,Lawyer,12345789032,7659,1/8/2018,1/12/2018,1/16/2018,fit3,Fitbit small,fitness,Fitbit small,3,7659,Pickup,60663,Disputed,1,1
090-64-0280,Verla,Borer,xxxx-xxxx-xxxx-6762,bd5c99e5-e12f-4e77-9c29-7cd43e5305dc,Lawyer,12345789032,7687,2/28/2018,3/4/2018,3/8/2018,fit3,Fitbit small,fitness,Fitbit small,3,7687,Pickup,60663,Disputed,1,1
838-45-6362,Magdalena,Stokes,xxxx-xxxx-xxxx-2607,3eb924bc-adaa-4c25-bae8-e07cc0344021,Actor,12345789032,7907,6/15/2018,6/19/2018,6/23/2018,fit4,Fitbit large,fitness,Fitbit large,5,7907,Pickup,60663,Disputed,0,1
692-03-5462,Hailie,Walker,xxxx-xxxx-xxxx-2228,4920bfc8-7fd2-42b4-80b7-9e432c3679a3,Actor,12345789032,8042,9/23/2018,9/27/2018,10/1/2018,fit4,Fitbit large,fitness,Fitbit large,5,8042,Pickup,60663,Disputed,0,1
249-44-8865,Susie,Lang,xxxx-xxxx-xxxx-7557,10ea2c77-d974-4299-9849-787156c2f376,Actor,12345789032,8126,12/28/2018,1/1/2019,1/5/2019,fit4,Fitbit large,fitness,Fitbit large,5,8126,Pickup,60663,Disputed,0,1
603-81-6398,Robyn,Abbott,xxxx-xxxx-xxxx-2207,b08a2a00-e004-459d-81ac-2e467b605496,Lawyer,12345789032,8558,1/21/2020,1/25/2020,1/29/2020,fit3,Fitbit small,fitness,Fitbit small,3,8558,Pickup,60663,Disputed,1,1
771-98-8895,Celine,Runolfsson,xxxx-xxxx-xxxx-3485,a21ad4b9-2975-4196-9db6-6f48ecb965f4,Lawyer,12345789032,8668,1/27/2020,1/31/2020,2/4/2020,fit3,Fitbit small,fitness,Fitbit small,3,8668,Pickup,60663,Disputed,1,1
249-44-8865,Susie,Lang,xxxx-xxxx-xxxx-7557,c10a60d8-e1b1-4a87-96d3-a02f80e36fdb,Lawyer,12345789032,8734,2/3/2020,2/7/2020,2/11/2020,fit3,Fitbit small,fitness,Fitbit small,3,8734,Pickup,60663,Disputed,1,1
279-76-1819,Nigel,O'Connell,xxxx-xxxx-xxxx-8803,777d9e24-9870-43dd-b33a-044c134876f0,Actor,12345789032,8812,6/12/2020,6/16/2020,6/20/2020,fit4,Fitbit large,fitness,Fitbit large,5,8812,Pickup,60663,Disputed,0,1
612-58-7992,Bette,Bayer,xxxx-xxxx-xxxx-9560,593ad4f5-fc07-4adb-b27e-64d9de872c00,Actor,12345789032,8846,6/6/2020,6/10/2020,6/14/2020,fit4,Fitbit large,fitness,Fitbit large,5,8846,Pickup,60663,Disputed,0,1
401-86-2084,Rickie,Kautzer,xxxx-xxxx-xxxx-2884,2090d557-b657-4c4b-a8f7-e6809fdd3796,Actor,12345789032,8925,7/3/2020,7/7/2020,7/11/2020,fit4,Fitbit large,fitness,Fitbit large,5,8925,Pickup,60663,Disputed,0,1
303-73-1101,Elwin,Jones,xxxx-xxxx-xxxx-8408,e609c254-7cd5-4101-99ce-f6b2f6256d5f,Lawyer,12345789032,9301,8/19/2019,8/23/2019,8/27/2019,fit3,Fitbit small,fitness,Fitbit small,3,9301,Pickup,60663,Disputed,1,1
480-99-6408,Andy,Botsford,xxxx-xxxx-xxxx-1947,739258e5-381a-4702-a7dd-9272f3970dae,Lawyer,12345789032,9363,10/20/2019,10/24/2019,10/28/2019,fit3,Fitbit small,fitness,Fitbit small,3,9363,Pickup,60663,Disputed,1,1
203-56-3056,Aurelie,Carter,xxxx-xxxx-xxxx-8186,7074ad69-37ac-4bf0-ad1f-0136cfa8d4e4,Lawyer,12345789032,9700,7/12/2019,7/16/2019,7/20/2019,fit3,Fitbit small,fitness,Fitbit small,3,9700,Pickup,60663,Disputed,1,1
432-03-6090,Evelyn,McGlynn,xxxx-xxxx-xxxx-4651,2d7fba5b-ce39-4f4f-9c66-9b85fb811293,Lawyer,12345789032,9757,6/15/2019,6/19/2019,6/23/2019,fit3,Fitbit small,fitness,Fitbit small,3,9757,Pickup,60663,Disputed,1,1
513-13-5212,Maynard,Bartell,xxxx-xxxx-xxxx-4064,8f6b1944-9f0d-4344-9408-428e4b45cc41,Lawyer,12345789032,9824,6/20/2019,6/24/2019,6/28/2019,fit3,Fitbit small,fitness,Fitbit small,3,9824,Pickup,60663,Disputed,1,1
171-07-6018,Annabel,Bruen,xxxx-xxxx-xxxx-5805,72bec49f-c6c8-491b-93fa-84d3a0b11dc6,Actor,12345789032,9876,11/2/2019,11/6/2019,11/10/2019,fit4,Fitbit large,fitness,Fitbit large,5,9876,Pickup,60663,Disputed,0,1
268-13-9761,Gabriella,Krajcik,xxxx-xxxx-xxxx-2615,6ef0f810-71d1-4943-8af6-a40c7beffe2a,Actor,12345789032,10078,4/11/2018,4/15/2018,4/19/2018,fit4,Fitbit large,fitness,Fitbit large,5,10078,Pickup,60663,Disputed,0,1
054-62-5035,Letha,Wuckert,xxxx-xxxx-xxxx-8988,e5f47f9b-46e4-4736-8dbd-58486b2c2a41,Actor,12345789032,10112,5/15/2018,5/19/2018,5/23/2018,fit4,Fitbit large,fitness,Fitbit large,5,10112,Pickup,60663,Disputed,0,1
363-15-9164,Chadd,Quitzon,xxxx-xxxx-xxxx-2133,3a53546e-8eef-482d-9757-0a48f6f61cbe,Actor,12345789032,10280,10/30/2018,11/3/2018,11/7/2018,fit4,Fitbit large,fitness,Fitbit large,5,10280,Pickup,60663,Disputed,0,1
603-81-6398,Robyn,Abbott,xxxx-xxxx-xxxx-2207,10cfcf01-b88a-4664-9336-7efd8f35e935,Lawyer,12345789032,10509,2/17/2018,2/21/2018,2/25/2018,fit3,Fitbit small,fitness,Fitbit small,3,10509,Pickup,60663,Disputed,1,1
249-44-8865,Susie,Lang,xxxx-xxxx-xxxx-7557,173e7ca0-c2dd-4795-a79c-5951d992dfe6,Actor,12345789032,10567,3/26/2018,3/30/2018,4/3/2018,fit4,Fitbit large,fitness,Fitbit large,5,10567,Pickup,60663,Disputed,0,1
441-39-9296,Fredrick,Yundt,xxxx-xxxx-xxxx-2893,cae01e12-f3bc-4e5c-b90c-7039afd99dd2,Lawyer,12345789032,10633,6/25/2018,6/29/2018,7/3/2018,fit3,Fitbit small,fitness,Fitbit small,3,10633,Pickup,60663,Disputed,1,1
364-32-8236,Van,West,xxxx-xxxx-xxxx-0143,e3f635a9-336d-4ea3-85e4-552f6d3792bf,Lawyer,12345789032,10745,7/15/2018,7/19/2018,7/23/2018,fit3,Fitbit small,fitness,Fitbit small,3,10745,Pickup,60663,Disputed,1,1
291-25-0711,Cecelia,Corkery,xxxx-xxxx-xxxx-8372,205c9abf-f0ec-4bc6-aaca-fa4a0d727f38,Actor,12345789032,10763,9/23/2018,9/27/2018,10/1/2018,fit4,Fitbit large,fitness,Fitbit large,5,10763,Pickup,60663,Disputed,0,1
830-23-0539,Wellington,Vandervort,xxxx-xxxx-xxxx-0695,e5a1d2b4-6018-441e-8477-3121fe746647,Lawyer,12345789032,10852,11/7/2018,11/11/2018,11/15/2018,fit3,Fitbit small,fitness,Fitbit small,3,10852,Pickup,60663,Disputed,1,1
401-86-2084,Rickie,Kautzer,xxxx-xxxx-xxxx-2884,b94b3434-fd35-4a7d-bbb5-1deed4abd6ea,Lawyer,12345789032,11103,8/6/2020,8/10/2020,8/14/2020,fit3,Fitbit small,fitness,Fitbit small,3,11103,Pickup,60663,Disputed,1,1
749-73-2819,Otilia,Stroman,xxxx-xxxx-xxxx-9100,45411945-df50-47b9-a557-2da75bd295d2,Actor,12345789032,11192,11/3/2020,11/7/2020,11/11/2020,fit4,Fitbit large,fitness,Fitbit large,5,11192,Pickup,60663,Disputed,0,1
270-29-0622,Raul,Cassin,xxxx-xxxx-xxxx-5204,9075730e-1a27-4fc9-bf7e-cc016b792895,Actor,12345789032,11302,2/2/2020,2/6/2020,2/10/2020,fit4,Fitbit large,fitness,Fitbit large,5,11302,Pickup,60663,Disputed,0,1
003-35-8017,Silas,Stroman,xxxx-xxxx-xxxx-6502,29ad79d3-85cb-41cf-8485-d18ceff888ef,Actor,12345789032,11561,7/31/2020,8/4/2020,8/8/2020,fit4,Fitbit large,fitness,Fitbit large,5,11561,Pickup,60663,Disputed,0,1
878-69-6287,Noemie,Abshire,xxxx-xxxx-xxxx-3961,56eedf2c-b995-4c4b-9d79-a991b2c711f0,Lawyer,12345789032,11594,7/26/2020,7/30/2020,8/3/2020,fit3,Fitbit small,fitness,Fitbit small,3,11594,Pickup,60663,Disputed,1,1
526-87-1013,Granville,Corwin,xxxx-xxxx-xxxx-7737,0c3df0d0-d43c-4023-86c3-6edf3fcb33a4,Lawyer,12345789032,11736,11/24/2020,11/28/2020,12/2/2020,fit3,Fitbit small,fitness,Fitbit small,3,11736,Pickup,60663,Disputed,1,1
868-72-5564,Adah,Schultz,xxxx-xxxx-xxxx-0805,9d15d608-6a59-4693-a758-a90a09647a30,Lawyer,12345789032,11764,11/18/2020,11/22/2020,11/26/2020,fit3,Fitbit small,fitness,Fitbit small,3,11764,Pickup,60663,Disputed,1,1
024-99-6056,Johann,Hilpert,xxxx-xxxx-xxxx-8296,4f1f1a1c-0050-43ed-9a64-0d53ad1582fa,Lawyer,12345789032,11797,1/6/2019,1/10/2019,1/14/2019,fit3,Fitbit small,fitness,Fitbit small,3,11797,Pickup,60663,Disputed,1,1
217-17-4107,Jacky,Morar,xxxx-xxxx-xxxx-5181,ff7aeec3-94a3-4566-bb6d-211e65847cbb,Actor,12345789032,11984,7/12/2019,7/16/2019,7/20/2019,fit4,Fitbit large,fitness,Fitbit large,5,11984,Pickup,60663,Disputed,0,1
814-81-3652,Zoe,Sipes,xxxx-xxxx-xxxx-5619,87aa1a00-7ee3-4baa-83ec-aed6d759c5a4,Actor,12345789032,12108,11/13/2019,11/17/2019,11/21/2019,fit4,Fitbit large,fitness,Fitbit large,5,12108,Pickup,60663,Disputed,0,1
770-79-2287,Lauren,Streich,xxxx-xxxx-xxxx-3359,66473857-25ef-49a4-9c8a-f52bdda35aeb,Actor,12345789032,12141,12/16/2019,12/20/2019,12/24/2019,fit4,Fitbit large,fitness,Fitbit large,5,12141,Pickup,60663,Disputed,0,1
420-23-9357,Alexandrine,Wintheiser,xxxx-xxxx-xxxx-9263,9530a1c0-7d72-401f-b3d6-e846c0465fac,Actor,12345789032,12169,1/20/2019,1/24/2019,1/28/2019,fit4,Fitbit large,fitness,Fitbit large,5,12169,Pickup,60663,Disputed,0,1
003-35-8017,Silas,Stroman,xxxx-xxxx-xxxx-6502,58a920a9-d1bf-481c-9855-f5124dc95986,Actor,12345789032,12456,7/11/2019,7/15/2019,7/19/2019,fit4,Fitbit large,fitness,Fitbit large,5,12456,Pickup,60663,Disputed,0,1
432-03-6090,Evelyn,McGlynn,xxxx-xxxx-xxxx-4651,70cb5b55-d93a-42aa-9703-2a8d5e519375,Lawyer,12345789032,12522,10/21/2019,10/25/2019,10/29/2019,fit3,Fitbit small,fitness,Fitbit small,3,12522,Pickup,60663,Disputed,1,1
433-03-2462,Destin,Abbott,xxxx-xxxx-xxxx-4877,80e5d43b-8c22-4d33-8be3-daadc0e96df6,Lawyer,12345789032,12741,2/12/2018,2/16/2018,2/20/2018,fit3,Fitbit small,fitness,Fitbit small,3,12741,Pickup,60663,Disputed,1,1
401-86-2084,Rickie,Kautzer,xxxx-xxxx-xxxx-2884,1833f8ab-83c3-4810-8a5a-35a744ec8c7e,Lawyer,12345789032,12961,9/20/2018,9/24/2018,9/28/2018,fit3,Fitbit small,fitness,Fitbit small,3,12961,Pickup,60663,Disputed,1,1
720-88-1310,Arvid,Kassulke,xxxx-xxxx-xxxx-7313,cf6a0389-1fb3-4291-a9f8-54a6e852b821,Actor,12345789032,12995,10/24/2018,10/28/2018,11/1/2018,fit4,Fitbit large,fitness,Fitbit large,5,12995,Pickup,60663,Disputed,0,1
402-66-6283,Heber,Stanton,xxxx-xxxx-xxxx-8805,96707ccd-b7a3-496b-9053-d96ac2a3e593,Lawyer,12345789032,13017,11/15/2018,11/19/2018,11/23/2018,fit3,Fitbit small,fitness,Fitbit small,3,13017,Pickup,60663,Disputed,1,1
025-57-7513,Brycen,Kautzer,xxxx-xxxx-xxxx-2511,10d5d510-fdb2-4473-aba3-a778f778a88b,Actor,12345789032,13035,12/3/2018,12/7/2018,12/11/2018,fit4,Fitbit large,fitness,Fitbit large,5,13035,Pickup,60663,Disputed,0,1
819-37-0633,Corrine,McCullough,xxxx-xxxx-xxxx-3784,cb818412-3170-4a82-b1de-9398e5b991dd,Lawyer,12345789032,13079,1/25/2018,1/29/2018,2/2/2018,fit3,Fitbit small,fitness,Fitbit small,3,13079,Pickup,60663,Disputed,1,1
692-03-5462,Hailie,Walker,xxxx-xxxx-xxxx-2228,40746485-6761-4aec-838d-c39536ec99ec,Actor,12345789032,13085,1/8/2018,1/12/2018,1/16/2018,fit4,Fitbit large,fitness,Fitbit large,5,13085,Pickup,60663,Disputed,0,1
830-23-0539,Wellington,Vandervort,xxxx-xxxx-xxxx-0695,1d5ca244-375b-485f-8aee-1cf6d37a70a5,Actor,12345789032,13102,1/9/2018,1/13/2018,1/17/2018,fit4,Fitbit large,fitness,Fitbit large,5,13102,Pickup,60663,Disputed,0,1
020-23-7166,Lauretta,Blick,xxxx-xxxx-xxxx-6563,208c13f7-71aa-43ae-b240-c044a49cd334,Lawyer,12345789032,13135,2/12/2018,2/16/2018,2/20/2018,fit3,Fitbit small,fitness,Fitbit small,3,13135,Pickup,60663,Disputed,1,1
300-60-1004,Mabelle,Hayes,xxxx-xxxx-xxxx-5162,b7e7f075-c0de-42d0-bcb2-5af27ac99eb4,Actor,12345789032,13153,2/13/2018,2/17/2018,2/21/2018,fit4,Fitbit large,fitness,Fitbit large,5,13153,Pickup,60663,Disputed,0,1
633-77-1058,Rachelle,Miller,xxxx-xxxx-xxxx-9692,07758f3c-883c-4132-b485-f5907a592847,Lawyer,12345789032,13180,1/15/2018,1/19/2018,1/23/2018,fit3,Fitbit small,fitness,Fitbit small,3,13180,Pickup,60663,Disputed,1,1
